androidx.vectordrawable.graphics.drawable.ArgbEvaluator,1
androidx.work.testing.WorkManagerTestInitHelper.initializeTestWorkManager,1
androidx.test.uiautomator.Until,4
androidx.test.uiautomator.UiObject2,3
androidx.databinding.library.baseAdapters.BR,3
androidx.recyclerview.selection.ItemKeyProvider,9
androidx.recyclerview.selection.StorageStrategy,10
androidx.recyclerview.selection.MutableSelection,3
androidx.recyclerview.selection.SelectionPredicates,3
androidx.recyclerview.selection.ItemDetailsLookup,10
androidx.recyclerview.selection.SelectionTracker,10
androidx.core.view.NestedScrollingParentHelper,5
androidx.core.view.NestedScrollingParent,5
